"CodInsc","Inscricao","Codigo","Semestre","Ano","Status","Freq","Nota","Obs","Carga","Creditos"
1385,65,32,"1","2010","Aprovado","Suficiente",,"",510,34
1386,291,9,"1","2010","Aprovado","Suficiente",8.69999980926514,"",60,4
1387,291,10,"1","2010","Aprovado","Suficiente",7.03000020980835,"",60,4
1388,291,29,"1","2010","Aprovado","Suficiente",10,"",30,2
1389,209,10,"1","2010","Aprovado","Suficiente",7.53000020980835,"",60,4
1390,209,12,"1","2010","Aprovado","Suficiente",10,"",150,10
1391,209,29,"1","2010","Aprovado","Suficiente",10,"",30,2
1392,230,29,"1","2010","Aprovado","Suficiente",10,"",30,2
1394,283,9,"1","2010","Aprovado","Suficiente",7.59999990463257,"",60,4
1395,283,10,"1","2010","Aprovado","Suficiente",7.48000001907349,"",60,4
1396,283,29,"1","2010","Aprovado","Suficiente",10,"",30,2
1397,283,26,"1","2010","Aprovado","Suficiente",9.5,"",30,2
1398,238,10,"1","2010","Aprovado","Suficiente",8.05000019073486,"",60,4
1399,238,29,"1","2010","Aprovado","Suficiente",10,"",30,2
1400,176,29,"1","2010","Aprovado","Suficiente",10,"",30,2
1401,243,10,"1","2010","Aprovado","Suficiente",8.93000030517578,"",60,4
1402,243,29,"2","2009","Aprovado","Suficiente",10,"",30,2
1403,284,29,"1","2010","Aprovado","Suficiente",10,"",30,2
1404,284,10,"1","2010","Aprovado","Suficiente",6.55000019073486,"",60,4
1405,284,9,"1","2010","Aprovado","Suficiente",6.30000019073486,"",60,4
1406,284,26,"1","2010","Aprovado","Suficiente",9.5,"",30,2
1407,259,30,"1","2010","Aprovado","Suficiente",10,"",30,2
1408,259,32,"1","2010","Aprovado","Suficiente",,"",510,34
1409,72,30,"1","2010","Aprovado","Suficiente",10,"",30,2
1410,206,30,"1","2010","Aprovado","Suficiente",10,"",30,2
1411,160,30,"1","2010","Aprovado","Suficiente",10,"",30,2
1412,146,30,"1","2010","Aprovado","Suficiente",10,"",30,2
1413,229,30,"1","2010","Aprovado","Suficiente",10,"",30,2
1414,255,30,"1","2010","Aprovado","Suficiente",10,"",30,2
1415,261,30,"1","2010","Aprovado","Suficiente",10,"",30,2
1416,221,30,"1","2010","Aprovado","Suficiente",10,"",30,2
1417,140,30,"1","2010","Aprovado","Suficiente",10,"",30,2
1418,140,52,"1","2010","Aprovado","Suficiente",10,"",30,2
1419,123,30,"1","2010","Aprovado","Suficiente",10,"",30,2
1420,149,30,"1","2010","Aprovado","Suficiente",10,"",30,2
1421,150,30,"1","2010","Aprovado","Suficiente",10,"",30,2
1422,234,30,"1","2010","Aprovado","Suficiente",10,"",30,2
1423,234,10,"1","2010","Aprovado","Suficiente",7.17000007629395,"",60,4
1424,228,31,"1","2010","Aprovado","Suficiente",10,"",30,2
1425,197,31,"1","2010","Aprovado","Suficiente",10,"",30,2
1426,147,31,"1","2010","Aprovado","Suficiente",10,"",30,2
1427,153,31,"1","2010","Aprovado","Suficiente",10,"",30,2
1428,196,31,"1","2010","Aprovado","Suficiente",10,"",30,2
1429,196,32,"1","2010","Aprovado","Suficiente",,"",510,34
1430,156,31,"1","2010","Aprovado","Suficiente",10,"",30,2
1431,159,31,"1","2010","Aprovado","Suficiente",10,"",30,2
1432,68,32,"1","2010","Aprovado","Suficiente",,"",510,34
1433,280,36,"1","2010","Aprovado","Suficiente",10,"",15,1
1434,268,36,"1","2010","Aprovado","Suficiente",10,"",15,1
1435,268,34,"2","2010","Aprovado","Suficiente",10,"",30,2
1436,269,36,"1","2010","Aprovado","Suficiente",10,"",15,1
1437,269,10,"1","2010","Aprovado","Suficiente",9.80000019073486,"",60,4
1438,269,9,"1","2010","Aprovado","Suficiente",9.30000019073486,"",60,4
1439,358,36,"1","2010","Aprovado","Suficiente",10,"",15,1
1440,358,34,"2","2010","Aprovado","Suficiente",10,"",30,2
1441,273,36,"1","2010","Aprovado","Suficiente",10,"",15,1
1442,273,10,"1","2010","Aprovado","Suficiente",9.56999969482422,"",60,4
1443,273,9,"1","2010","Aprovado","Suficiente",9.30000019073486,"",60,4
1444,273,11,"1","2010","Aprovado","Suficiente",8.25,"",60,4
1445,354,36,"1","2010","Aprovado","Suficiente",10,"",15,1
1446,354,26,"1","2010","Aprovado","Suficiente",9.5,"",30,2
1447,354,9,"1","2010","Aprovado","Suficiente",8.60000038146973,"",60,4
1449,305,37,"1","2010","Aprovado","Suficiente",10,"",15,1
1451,305,10,"1","2010","Aprovado","Suficiente",8.22000026702881,"",60,4
1452,305,9,"1","2010","Aprovado","Suficiente",7.90000009536743,"",60,4
1453,311,37,"1","2010","Aprovado","Suficiente",10,"",15,1
1454,306,37,"1","2010","Aprovado","Suficiente",10,"",15,1
1456,306,10,"1","2010","Aprovado","Suficiente",8.5,"",60,4
1457,306,9,"1","2010","Aprovado","Suficiente",9.60000038146973,"",60,4
1458,268,11,"2","2009","Aprovado","Suficiente",10,"",60,4
1459,268,10,"2","2009","Aprovado","Suficiente",9.39999961853027,"",60,4
1460,268,9,"2","2009","Aprovado","Suficiente",9,"",60,4
1461,358,11,"1","2009","Aprovado","Suficiente",9,"",60,4
1462,358,10,"1","2009","Aprovado","Suficiente",7.53999996185303,"",60,4
1463,358,9,"1","2009","Aprovado","Suficiente",9.19999980926514,"",60,4
1464,206,52,"1","2010","Aprovado","Suficiente",10,"",30,2
1465,221,52,"1","2010","Aprovado","Suficiente",10,"",30,2
1466,159,52,"1","2010","Aprovado","Suficiente",10,"",30,2
1467,212,46,"2","2009","Aprovado","Suficiente",10,"",45,3
1468,243,12,"1","2010","Aprovado","Suficiente",10,"",150,10
1469,230,32,"1","2010","Aprovado","Suficiente",,"",510,34
1470,327,10,"1","2010","Aprovado","Suficiente",9.22999954223633,"",60,4
1471,310,9,"1","2010","Aprovado","Suficiente",9,"",60,4
1473,310,13,"1","2010","Aprovado","Suficiente",10,"",60,4
1474,213,13,"1","2010","Aprovado","Suficiente",10,"",60,4
1475,213,12,"1","2010","Aprovado","Suficiente",10,"",150,10
1476,202,13,"1","2010","Aprovado","Suficiente",10,"",45,3
1477,330,10,"1","2010","Aprovado","Suficiente",8.27000045776367,"",60,4
1480,378,9,"1","2010","Aprovado","Suficiente",9.5,"",60,4
1481,378,10,"1","2010","Aprovado","Suficiente",8.69999980926514,"",60,4
1482,378,11,"1","2010","Aprovado","Suficiente",8.5,"",60,4
1483,378,35,"1","2010","Aprovado","Suficiente",10,"",15,1
1484,378,33,"1","2010","Aprovado","Suficiente",10,"",60,4
1485,335,35,"1","2010","Aprovado","Suficiente",10,"",15,1
1487,215,30,"1","2011","Aprovado","Suficiente",9,"",30,2
1488,378,43,"1","2010","Aprovado","Suficiente",10,"",120,8
1489,72,32,"1","2010","Aprovado","Suficiente",,"",510,34
1490,197,32,"1","2010","Aprovado","Suficiente",,"",510,34
1491,255,32,"1","2010","Aprovado","Suficiente",,"",510,34
1492,341,9,"2","2010","Aprovado","Suficiente",7.30000019073486,"",60,4
1493,341,10,"2","2010","Aprovado","Suficiente",7.34999990463257,"",60,4
1494,413,11,"2","2010","Aprovado","Suficiente",7.25,"",60,4
1495,413,13,"2","2010","Aprovado","Suficiente",10,"",60,4
1496,413,47,"2","2010","Aprovado","Suficiente",10,"",45,3
1497,413,12,"2","2010","Aprovado","Suficiente",10,"",150,10
1498,363,13,"2","2010","Aprovado","Suficiente",10,"",60,4
1499,363,12,"2","2010","Aprovado","Suficiente",10,"",150,10
1500,330,13,"2","2010","Aprovado","Suficiente",10,"",60,4
1501,330,12,"2","2010","Aprovado","Suficiente",10,"",150,10
1502,226,13,"2","2010","Aprovado","Suficiente",9,"",60,4
1503,226,12,"2","2010","Aprovado","Suficiente",9,"",150,10
1504,327,12,"2","2010","Aprovado","Suficiente",10,"",150,10
1505,327,13,"2","2010","Aprovado","Suficiente",10,"",60,4
1506,415,11,"2","2010","Aprovado","Suficiente",7.5,"",60,4
1507,415,13,"2","2010","Aprovado","Suficiente",10,"",60,4
1508,415,47,"2","2010","Aprovado","Suficiente",10,"",45,3
1509,415,12,"2","2010","Aprovado","Suficiente",10,"",150,10
1510,415,14,"2","2010","Aprovado","Suficiente",10,"",60,4
1511,415,17,"2","2010","Aprovado","Suficiente",10,"",60,4
1512,341,13,"2","2010","Aprovado","Suficiente",10,"",60,4
1513,341,14,"2","2010","Aprovado","Suficiente",9,"",60,4
1514,341,12,"2","2010","Aprovado","Suficiente",9,"",150,10
1515,162,13,"2","2010","Aprovado","Suficiente",10,"",60,4
1516,162,12,"2","2010","Aprovado","Suficiente",10,"",150,10
1517,371,13,"2","2010","Aprovado","Suficiente",10,"",60,4
1518,371,12,"2","2010","Aprovado","Suficiente",10,"",150,10
1519,262,13,"2","2010","Aprovado","Suficiente",10,"",60,4
1520,262,12,"2","2010","Aprovado","Suficiente",10,"",150,10
1521,203,13,"2","2010","Aprovado","Suficiente",10,"",60,4
1522,203,12,"2","2010","Aprovado","Suficiente",10,"",150,10
1523,313,29,"2","2010","Aprovado","Suficiente",10,"",30,2
1524,212,29,"2","2010","Aprovado","Suficiente",10,"",30,2
1525,213,29,"2","2010","Aprovado","Suficiente",10,"",30,2
1526,372,29,"2","2010","Aprovado","Suficiente",10,"",30,2
1527,310,29,"2","2010","Aprovado","Suficiente",10,"",30,2
1528,310,12,"2","2010","Aprovado","Suficiente",10,"",150,10
1529,375,29,"2","2010","Aprovado","Suficiente",10,"",30,2
1530,303,29,"2","2010","Aprovado","Suficiente",10,"",30,2
1531,303,14,"2","2010","Aprovado","Suficiente",10,"",60,4
1532,350,29,"2","2010","Aprovado","Suficiente",10,"",30,2
1533,292,29,"2","2010","Aprovado","Suficiente",10,"",30,2
1535,202,12,"2","2010","Aprovado","Suficiente",10,"",150,10
1536,270,29,"2","2010","Aprovado","Suficiente",10,"",30,2
1537,291,30,"2","2010","Aprovado","Suficiente",10,"",30,2
1538,209,30,"2","2010","Aprovado","Suficiente",10,"",30,2
1539,154,29,"2","2010","Aprovado","Suficiente",10,"",30,2
1540,283,30,"2","2010","Aprovado","Suficiente",10,"",30,2
1542,176,30,"2","2010","Aprovado","Suficiente",10,"",30,2
1543,243,30,"1","2010","Aprovado","Suficiente",10,"",30,2
1544,284,30,"2","2010","Aprovado","Suficiente",10,"",30,2
1545,123,31,"2","2010","Aprovado","Suficiente",8,"",30,2
1546,234,31,"2","2010","Aprovado","Suficiente",10,"",30,2
1547,150,31,"2","2010","Aprovado","Suficiente",10,"",30,2
1548,149,31,"2","2010","Aprovado","Suficiente",10,"",30,2
1549,221,31,"2","2010","Aprovado","Suficiente",10,"",30,2
1550,261,31,"2","2010","Aprovado","Suficiente",10,"",30,2
1551,231,30,"1","2010","Aprovado","Suficiente",10,"",30,2
1552,231,31,"2","2010","Aprovado","Suficiente",10,"",30,2
1553,229,31,"2","2010","Aprovado","Suficiente",10,"",30,2
1554,146,31,"2","2010","Aprovado","Suficiente",10,"",30,2
1555,160,31,"2","2010","Aprovado","Suficiente",6,"",30,2
1556,160,32,"2","2010","Reprovado","Insuficiente",,"",510,34
1557,206,31,"2","2010","Aprovado","Suficiente",10,"",30,2
1558,156,32,"2","2010","Aprovado","Suficiente",,"",510,34
1559,153,32,"2","2010","Aprovado","Suficiente",,"",510,34
1560,335,34,"2","2010","Aprovado","Suficiente",10,"",30,2
1561,335,36,"2","2010","Aprovado","Suficiente",10,"",15,1
1562,335,33,"1","2010","Aprovado","Suficiente",10,"",60,4
1563,378,36,"2","2010","Aprovado","Suficiente",10,"",15,1
1564,378,34,"2","2010","Aprovado","Suficiente",10,"",30,2
1565,414,35,"2","2010","Aprovado","Suficiente",10,"",15,1
1567,305,38,"2","2010","Aprovado","Suficiente",10,"",15,1
1568,305,34,"2","2010","Aprovado","Suficiente",10,"",30,2
1569,280,37,"2","2010","Aprovado","Suficiente",10,"",15,1
1570,268,37,"2","2010","Aprovado","Suficiente",10,"",15,1
1571,268,28,"2","2010","Aprovado","Suficiente",10,"",45,3
1572,396,11,"2","2010","Aprovado","Suficiente",9,"",60,4
1573,396,33,"2","2010","Aprovado","Suficiente",10,"",60,4
1574,396,43,"2","2010","Aprovado","Suficiente",10,"",120,8
1575,396,35,"2","2010","Aprovado","Suficiente",10,"",15,1
1576,396,46,"2","2010","Aprovado","Suficiente",10,"",45,3
1577,396,47,"2","2010","Aprovado","Suficiente",10,"",45,3
1578,396,34,"2","2010","Aprovado","Suficiente",10,"",30,2
1579,354,37,"2","2010","Aprovado","Suficiente",10,"",15,1
1580,354,48,"2","2010","Aprovado","Suficiente",10,"",30,2
1582,358,37,"2","2010","Aprovado","Suficiente",10,"",15,1
1583,273,37,"2","2010","Aprovado","Suficiente",10,"",15,1
1584,306,48,"2","2010","Aprovado","Suficiente",10,"",30,2
1585,306,38,"2","2010","Aprovado","Suficiente",10,"",15,1
1586,269,37,"2","2010","Aprovado","Suficiente",10,"",15,1
1587,269,28,"2","2010","Aprovado","Suficiente",10,"",45,3
1588,433,11,"2","2010","Aprovado","Suficiente",7,"",60,4
1589,429,11,"1","2011","Aprovado","Suficiente",7.5,"",60,4
1590,401,11,"2","2010","Aprovado","Suficiente",6,"",60,4
1591,400,11,"2","2010","Aprovado","Suficiente",6.25,"",60,4
1593,427,11,"2","2010","Aprovado","Suficiente",8,"",60,4
1594,416,11,"2","2010","Reprovado","Insuficiente",0,"",60,4
1596,425,11,"2","2010","Reprovado","Insuficiente",0,"",60,4
1597,418,11,"2","2010","Reprovado","Suficiente",0,"",60,4
1598,426,11,"2","2010","Reprovado","Insuficiente",0,"",60,4
1599,423,11,"2","2010","Aprovado","Suficiente",7.5,"",60,4
1600,430,11,"2","2010","Reprovado","Insuficiente",0,"",60,4
1601,431,11,"2","2012","Aprovado","Suficiente",6,"",60,4
1602,408,11,"2","2010","Aprovado","Suficiente",6,"",60,4
1603,428,11,"2","2010","Aprovado","Suficiente",7.75,"",60,4
1604,406,11,"2","2010","Aprovado","Suficiente",6,"",60,4
1605,351,11,"2","2010","Aprovado","Suficiente",6.5,"",60,4
1606,405,11,"2","2010","Reprovado","Insuficiente",0,"",60,4
1607,419,11,"1","2012","Aprovado","Suficiente",7.25,"",60,4
1608,407,11,"2","2010","Aprovado","Suficiente",8.5,"",60,4
1609,422,11,"1","2011","Aprovado","Suficiente",6.25,"",60,4
1610,387,11,"2","2010","Cursando","",,"",60,4
1611,402,11,"2","2010","Reprovado","Insuficiente",5,"",60,4
1612,414,28,"2","2010","Aprovado","Suficiente",10,"",45,3
1613,378,28,"2","2010","Aprovado","Suficiente",10,"",45,3
1614,435,11,"2","2010","Aprovado","Suficiente",7.5,"",60,4
1615,162,14,"2","2010","Aprovado","Suficiente",10,"",60,4
1616,147,32,"1","2010","Aprovado","Suficiente",,"",510,34
1617,413,17,"2","2010","Aprovado","Suficiente",9.19999980926514,"",60,4
1619,436,11,"2","2010","Aprovado","Suficiente",7.75,"",60,4
1620,437,11,"2","2010","Reprovado","Insuficiente",0,"",60,4
1621,159,32,"1","2010","Aprovado","Suficiente",,"",510,34
1622,311,38,"2","2010","Aprovado","Suficiente",10,"",15,1
1623,396,9,"2","2010","Aprovado","Suficiente",9,"",60,4
1624,238,30,"2","2010","Aprovado","Suficiente",10,"",30,2
1625,311,26,"1","2009","Aprovado","Suficiente",10,"",30,2
1626,311,51,"2","2010","Aprovado","Suficiente",10,"",60,4
1627,311,46,"2","2010","Aprovado","Suficiente",9.80000019073486,"",45,3
1628,354,51,"2","2010","Aprovado","Suficiente",10,"",60,4
1629,24,11,"1","2003","Aprovado","Suficiente",10,"",30,2
1630,24,9,"1","2003","Aprovado","Suficiente",10,"",30,2
1631,305,44,"2","2010","Aprovado","Suficiente",,"",1200,80
1632,154,32,"2","2010","Aprovado","Suficiente",,"",510,34
1633,221,32,"2","2010","Aprovado","Suficiente",,"",510,34
1634,243,32,"2","2010","Aprovado","Suficiente",,"",510,34
1635,238,32,"2","2010","Aprovado","Suficiente",,"",510,34
1636,146,32,"2","2010","Aprovado","Suficiente",,"",510,34
1637,206,32,"2","2010","Aprovado","Suficiente",,"",510,34
1638,229,32,"2","2011","Aprovado","Suficiente",,"",510,34
1639,261,32,"1","2011","Aprovado","Suficiente",,"",510,34
1640,123,32,"1","2011","Aprovado","Suficiente",,"",510,34
1641,149,32,"2","2010","Aprovado","",,"",510,34
1642,150,32,"2","2010","Aprovado","Suficiente",,"",510,34
1643,234,32,"1","2011","Aprovado","Suficiente",,"",510,34
1644,243,31,"2","2010","Aprovado","Suficiente",10,"",30,2
1645,414,11,"2","2010","Aprovado","Suficiente",8,"",60,4
1646,414,9,"2","2010","Aprovado","Suficiente",9.60000038146973,"",60,4
1647,414,10,"2","2010","Aprovado","Suficiente",9.30000019073486,"",60,4
1648,414,21,"2","2010","Aprovado","Suficiente",10,"",30,2
1649,417,11,"1","2011","Aprovado","Suficiente",8,"",60,4
1650,417,9,"1","2011","Aprovado","Suficiente",8.89999961853027,"",60,4
1651,417,10,"1","2011","Aprovado","Suficiente",8.89999961853027,"",60,4
1652,417,17,"1","2011","Aprovado","Suficiente",9,"",60,4
1653,306,34,"1","2009","Aprovado","Suficiente",10,"",30,2
1654,270,32,"2","2010","Aprovado","Suficiente",,"",510,34
1655,176,32,"2","2010","Aprovado","Suficiente",,"",510,34
1656,226,9,"1","2011","Aprovado","Suficiente",8.39999961853027,"",60,4
1657,291,31,"1","2011","Aprovado","Suficiente",10,"",30,2
1659,388,11,"1","2011","Aprovado","Suficiente",7,"",60,4
1660,388,13,"1","2011","Aprovado","Suficiente",9.25,"",60,4
1661,313,30,"1","2011","Aprovado","Suficiente",10,"",30,2
1664,413,9,"1","2011","Aprovado","Suficiente",9.39999961853027,"",60,4
1665,413,10,"1","2011","Aprovado","Suficiente",9,"",60,4
1666,413,29,"1","2011","Aprovado","Suficiente",10,"",30,2
1668,413,14,"1","2011","Aprovado","Suficiente",7,"",60,4
1669,209,31,"1","2011","Aprovado","Suficiente",10,"",30,2
1670,363,9,"1","2011","Aprovado","Suficiente",9.5,"",60,4
1671,363,10,"1","2011","Aprovado","Suficiente",7,"",60,4
1672,363,29,"1","2011","Aprovado","Suficiente",10,"",30,2
1674,212,30,"1","2011","Aprovado","Suficiente",10,"",30,2
1675,384,9,"1","2011","Aprovado","Suficiente",7.40000009536743,"",60,4
1676,384,10,"1","2011","Aprovado","Suficiente",8.5,"",60,4
1677,384,12,"1","2011","Aprovado","Suficiente",10,"",150,10
1678,384,14,"1","2011","Aprovado","Suficiente",10,"",60,4
1679,384,13,"1","2011","Aprovado","Suficiente",10,"",60,4
1680,330,29,"1","2011","Aprovado","Suficiente",10,"",30,2
1681,330,9,"1","2011","Aprovado","Suficiente",9,"",60,4
1682,226,29,"1","2011","Aprovado","Suficiente",9.5,"",30,2
1683,213,30,"1","2011","Aprovado","Suficiente",10,"",30,2
1684,372,30,"1","2011","Aprovado","Suficiente",9.75,"",30,2
1685,372,21,"1","2011","Aprovado","Suficiente",9,"",30,2
1686,310,10,"1","2011","Aprovado","Suficiente",9,"",60,4
1687,310,30,"1","2011","Aprovado","Suficiente",10,"",30,2
1688,375,30,"1","2011","Aprovado","Suficiente",10,"",30,2
1690,283,31,"1","2011","Aprovado","Suficiente",10,"",30,2
1691,283,26,"1","2011","Aprovado","Suficiente",10,"",30,2
1692,283,46,"1","2011","Aprovado","Suficiente",10,"",45,3
1693,303,30,"1","2011","Aprovado","Suficiente",9.25,"",30,2
1694,303,21,"1","2011","Aprovado","Suficiente",8,"",30,2
1695,327,9,"1","2011","Aprovado","Suficiente",9.30000019073486,"",60,4
1696,327,29,"1","2011","Aprovado","Suficiente",10,"",30,2
1697,294,10,"1","2011","Aprovado","Suficiente",7,"",60,4
1698,294,9,"1","2011","Aprovado","Suficiente",7.30000019073486,"",60,4
1699,294,13,"1","2011","Aprovado","Suficiente",9.5,"",60,4
1700,294,14,"2","2011","Aprovado","Suficiente",9,"",60,4
1701,294,12,"1","2011","Aprovado","Suficiente",9,"",150,10
1702,350,30,"1","2011","Aprovado","Suficiente",10,"",30,2
1703,415,9,"1","2011","Aprovado","Suficiente",9.19999980926514,"",60,4
1704,415,10,"1","2011","Aprovado","Suficiente",9,"",60,4
1705,415,29,"1","2011","Aprovado","Suficiente",10,"",30,2
1706,364,9,"1","2011","Aprovado","Suficiente",7.19999980926514,"",60,4
1707,364,10,"1","2011","Aprovado","Suficiente",8.5,"",60,4
1708,364,13,"1","2011","Aprovado","Suficiente",10,"",60,4
1709,364,12,"1","2011","Aprovado","Suficiente",10,"",150,10
1710,364,14,"1","2011","Aprovado","Suficiente",10,"",60,4
1711,341,29,"1","2011","Aprovado","Suficiente",10,"",30,2
1712,407,9,"1","2011","Aprovado","Suficiente",7.30000019073486,"",60,4
1713,407,10,"1","2011","Aprovado","Suficiente",7.5,"",60,4
1714,407,13,"1","2011","Aprovado","Suficiente",10,"",60,4
1715,407,12,"1","2011","Aprovado","Suficiente",10,"",150,10
1716,407,14,"1","2011","Aprovado","Suficiente",10,"",60,4
1717,162,29,"1","2011","Aprovado","Suficiente",10,"",30,2
1718,292,9,"1","2011","Aprovado","Suficiente",9,"",60,4
1720,292,30,"1","2011","Aprovado","Suficiente",10,"",30,2
1721,371,9,"1","2011","Reprovado","Suficiente",2.20000004768372,"",60,4
1722,371,29,"1","2011","Aprovado","Suficiente",9,"",30,2
1723,262,10,"1","2011","Aprovado","Suficiente",8.75,"",60,4
1724,262,9,"1","2011","Aprovado","Suficiente",9.19999980926514,"",60,4
1725,262,29,"1","2011","Aprovado","Suficiente",10,"",30,2
1726,202,29,"2","2010","Aprovado","Suficiente",10,"",30,2
1727,202,30,"1","2011","Aprovado","Suficiente",10,"",30,2
1728,203,29,"1","2011","Aprovado","Suficiente",10,"",30,2
1729,284,31,"1","2011","Aprovado","Suficiente",10,"",30,2
1730,284,32,"2","2011","Aprovado","Suficiente",,"",510,34
1731,191,30,"2","2011","Aprovado","Suficiente",10,"",30,2
1734,191,29,"1","2011","Aprovado","Suficiente",10,"",30,2
1735,215,31,"1","2011","Aprovado","Suficiente",9,"",30,2
1737,335,9,"1","2011","Aprovado","Suficiente",8.69999980926514,"",60,4
1738,335,10,"1","2011","Aprovado","Suficiente",8,"",60,4
1739,335,37,"1","2011","Aprovado","Suficiente",10,"",15,1
